Interaction:  c_{A_61,eps_25}(X)^(*)  AntiPart c_{B_61,eta_95}(X)  to  u_{C_43,alpha_79}(X)  AntiPart u_{D_47,beta_25}(X)^(*) : Vertex V_1:u(X_3), AntiPart u(X_4),  OffShell G(V_1), Vertex V_0:c(X_1), AntiPart c(X_2),  OffShell G(V_0), : -1/4*i*g^2*gamma_{+%\sigma_129,%gam_109,%gam_110}*gamma_{%\sigma_129,%gam_111,%eta_84}*(c_{k_3,%D_48,%gam_109}(p_2)_v^(*)*c_{i_3,%C_44,%gam_110}(p_1)_u*u_{l_3,%C_44,%gam_111}(p_3)_u^(*)*u_{j_5,%D_48,%eta_84}(p_4)_v + -1/3*c_{k_3,%F_44,%gam_109}(p_2)_v^(*)*c_{i_3,%F_44,%gam_110}(p_1)_u*u_{l_3,%D_49,%gam_111}(p_3)_u^(*)*u_{j_5,%D_49,%eta_84}(p_4)_v)/(m_c^2 + s_12 + 1/2*reg_prop) : -1/144*g^4*((-16)*m_c^2*m_u^2 + (-8)*m_u^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2) + 1/16*i*g^2*(i*g^2*((-16)*m_c^2*m_u^2 + (-8)*m_u^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_c^2*s_34)/(m_c^2 + s_12 + 1/2*reg_prop) + 32/9*i*g^2*(m_c^2*m_u^2 + 1/2*m_u^2*s_12 + 1/2*s_14*s_23 + 1/2*s_13*s_24 + 1/2*m_c^2*s_34)/(m_c^2 + s_12 + 1/2*reg_prop))/(m_c^2 + s_12 + 1/2*reg_prop)
Interaction:  c_{A_87,alpha_119}(X)^(*)  AntiPart c_{B_87,beta_59}(X)  to  d_{C_82,gam_396}(X)  AntiPart d_{D_111,del_133}(X)^(*) : Vertex V_1:d(X_3), AntiPart d(X_4),  OffShell G(V_1), Vertex V_0:c(X_1), AntiPart c(X_2),  OffShell G(V_0), : 1/12*i*g^2*gamma_{+%\nu_333,%eta_210,%eta_211}*gamma_{%\nu_333,%gam_375,%gam_376}*(c_{l_58,%F_104,%gam_376}(p_1)_u*c_{i_60,%F_104,%gam_375}(p_2)_v^(*)*d_{k_60,%G_73,%eta_211}(p_4)_v*d_{j_60,%G_73,%eta_210}(p_3)_u^(*) + (-3)*c_{l_58,%G_74,%gam_376}(p_1)_u*c_{i_60,%H_84,%gam_375}(p_2)_v^(*)*d_{k_60,%H_84,%eta_211}(p_4)_v*d_{j_60,%G_74,%eta_210}(p_3)_u^(*))/(m_c^2 + s_12 + 1/2*reg_prop) : -1/144*g^4*((-16)*m_c^2*m_d^2 + (-8)*m_d^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2) + 1/16*i*g^2*(i*g^2*((-16)*m_c^2*m_d^2 + (-8)*m_d^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_c^2*s_34)/(m_c^2 + s_12 + 1/2*reg_prop) + 32/9*i*g^2*(m_c^2*m_d^2 + 1/2*m_d^2*s_12 + 1/2*s_14*s_23 + 1/2*s_13*s_24 + 1/2*m_c^2*s_34)/(m_c^2 + s_12 + 1/2*reg_prop))/(m_c^2 + s_12 + 1/2*reg_prop)
Interaction:  c_{A_107,gam_604}(X)^(*)  AntiPart c_{B_107,del_187}(X)  to  s_{C_102,eps_105}(X)  AntiPart s_{D_131,eta_396}(X)^(*) : Vertex V_1:s(X_3), AntiPart s(X_4),  OffShell G(V_1), Vertex V_0:c(X_1), AntiPart c(X_2),  OffShell G(V_0), : -1/4*i*g^2*gamma_{+%\tau_404,%gam_583,%eps_94}*gamma_{%\tau_404,%gam_584,%del_176}*(c_{i_105,%H_134,%gam_583}(p_2)_v^(*)*c_{l_103,%G_151,%eps_94}(p_1)_u*s_{j_105,%G_151,%gam_584}(p_3)_u^(*)*s_{k_105,%H_134,%del_176}(p_4)_v + -1/3*c_{i_105,%F_161,%gam_583}(p_2)_v^(*)*c_{l_103,%F_161,%eps_94}(p_1)_u*s_{j_105,%H_135,%gam_584}(p_3)_u^(*)*s_{k_105,%H_135,%del_176}(p_4)_v)/(m_c^2 + s_12 + 1/2*reg_prop) : -1/144*g^4*((-16)*m_c^2*m_s^2 + (-8)*m_s^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2) + 1/16*i*g^2*(i*g^2*((-16)*m_c^2*m_s^2 + (-8)*m_s^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_c^2*s_34)/(m_c^2 + s_12 + 1/2*reg_prop) + 32/9*i*g^2*(m_c^2*m_s^2 + 1/2*m_s^2*s_12 + 1/2*s_14*s_23 + 1/2*s_13*s_24 + 1/2*m_c^2*s_34)/(m_c^2 + s_12 + 1/2*reg_prop))/(m_c^2 + s_12 + 1/2*reg_prop)
Interaction:  c_{A_123,alpha_174}(X)^(*)  AntiPart c_{B_130,beta_108}(X)  to  t_{C_125,gam_803}(X)  AntiPart t_{D_147,del_285}(X)^(*) : Vertex V_1:t(X_3), AntiPart t(X_4),  OffShell G(V_1), Vertex V_0:c(X_1), AntiPart c(X_2),  OffShell G(V_0), : 1/12*i*g^2*gamma_{+%\nu_645,%eta_436,%eta_437}*gamma_{%\nu_645,%gam_782,%gam_783}*(c_{i_142,%F_214,%gam_782}(p_2)_v^(*)*c_{l_140,%F_214,%gam_783}(p_1)_u*t_{k_142,%G_195,%eta_437}(p_4)_v*t_{j_142,%G_195,%eta_436}(p_3)_u^(*) + (-3)*c_{i_142,%H_196,%gam_782}(p_2)_v^(*)*c_{l_140,%G_196,%gam_783}(p_1)_u*t_{k_142,%H_196,%eta_437}(p_4)_v*t_{j_142,%G_196,%eta_436}(p_3)_u^(*))/(m_c^2 + s_12 + 1/2*reg_prop) : -1/16*g^4*((-16)*m_c^2*m_t^2 + (-8)*m_t^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2) + 1/144*i*g^2*(i*g^2*((-16)*m_c^2*m_t^2 + (-8)*m_t^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_c^2*s_34)/(m_c^2 + s_12 + 1/2*reg_prop) + 32*i*g^2*(m_c^2*m_t^2 + 1/2*m_t^2*s_12 + 1/2*s_14*s_23 + 1/2*s_13*s_24 + 1/2*m_c^2*s_34)/(m_c^2 + s_12 + 1/2*reg_prop))/(m_c^2 + s_12 + 1/2*reg_prop)
Interaction:  c_{G_253,gam_983}(X)^(*)  AntiPart c_{H_243,del_311}(X)  to  b_{A_146,eps_234}(X)  AntiPart b_{B_146,eta_638}(X)^(*) : Vertex V_1:b(X_3), AntiPart b(X_4),  OffShell G(V_1), Vertex V_0:c(X_1), AntiPart c(X_2),  OffShell G(V_0), : 1/12*i*g^2*gamma_{%\rho_667,%eta_627,%beta_136}*gamma_{+%\rho_667,%gam_972,%eps_223}*(b_{k_179,%H_244,%beta_136}(p_4)_v*b_{j_179,%H_244,%eta_627}(p_3)_u^(*)*c_{l_177,%E_190,%eps_223}(p_1)_u*c_{i_179,%E_190,%gam_972}(p_2)_v^(*) + (-3)*b_{k_179,%E_191,%beta_136}(p_4)_v*b_{j_179,%F_261,%eta_627}(p_3)_u^(*)*c_{l_177,%F_261,%eps_223}(p_1)_u*c_{i_179,%E_191,%gam_972}(p_2)_v^(*))/(m_c^2 + s_12 + 1/2*reg_prop) : -1/16*g^4*((-16)*m_b^2*m_c^2 + (-8)*m_b^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2) + 1/144*i*g^2*(i*g^2*((-16)*m_b^2*m_c^2 + (-8)*m_b^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_c^2*s_34)/(m_c^2 + s_12 + 1/2*reg_prop) + 32*i*g^2*(m_b^2*m_c^2 + 1/2*m_b^2*s_12 + 1/2*s_14*s_23 + 1/2*s_13*s_24 + 1/2*m_c^2*s_34)/(m_c^2 + s_12 + 1/2*reg_prop))/(m_c^2 + s_12 + 1/2*reg_prop)
Interaction:  c_{E_436,eps_461}(X)^(*)  AntiPart c_{F_482,eta_760}(X)  to  G_{b_69,\lambda_727}(X)  AntiPart G_{c_267,\tau_790}(X) : Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell G(V_1), Vertex V_0:G(X_3), G(X_4),  OffShell G(V_0), : -1/2*g*(i*g*p_1_%\nu_902*gamma_{%\nu_904,%gam_1085,%eps_331}*T_C_10_{%g_100,%E_242,%D_255}*T_C_10_{%h_80,%D_255,%F_293}*G_{j_196,%h_80,+%\nu_902}(p_3)^(*)*G_{k_196,%g_100,+%\nu_904}(p_4)^(*)*c_{l_194,%F_293,%eps_331}(p_1)_u*c_{i_196,%E_242,%gam_1085}(p_2)_v^(*) + i*g*p_2_%\nu_902*gamma_{%\nu_904,%gam_1086,%eps_332}*T_C_10_{%g_101,%E_242,%D_257}*T_C_10_{%h_81,%D_257,%F_293}*G_{j_196,%h_81,+%\nu_902}(p_3)^(*)*G_{k_196,%g_101,+%\nu_904}(p_4)^(*)*c_{l_194,%F_293,%eps_332}(p_1)_u*c_{i_196,%E_242,%gam_1086}(p_2)_v^(*) + -i*g*p_1_%\nu_902*gamma_{%\nu_904,%gam_1087,%eps_333}*T_C_10_{%g_102,%D_274,%F_293}*T_C_10_{%h_82,%E_242,%D_274}*G_{j_196,%h_82,+%\nu_902}(p_3)^(*)*G_{k_196,%g_102,+%\nu_904}(p_4)^(*)*c_{l_194,%F_293,%eps_333}(p_1)_u*c_{i_196,%E_242,%gam_1087}(p_2)_v^(*) + -i*g*p_2_%\nu_902*gamma_{%\nu_904,%gam_1088,%eps_334}*T_C_10_{%g_103,%D_276,%F_293}*T_C_10_{%h_83,%E_242,%D_276}*G_{j_196,%h_83,+%\nu_902}(p_3)^(*)*G_{k_196,%g_103,+%\nu_904}(p_4)^(*)*c_{l_194,%F_293,%eps_334}(p_1)_u*c_{i_196,%E_242,%gam_1088}(p_2)_v^(*) + (-2)*i*g*p_1_%\sigma_744*gamma_{%\nu_904,%gam_1089,%eps_335}*T_C_10_{%g_104,%E_242,%D_259}*T_C_10_{%h_84,%D_259,%F_293}*G_{j_196,%h_84,+%\nu_904}(p_3)^(*)*G_{k_196,%g_104,+%\sigma_744}(p_4)^(*)*c_{l_194,%F_293,%eps_335}(p_1)_u*c_{i_196,%E_242,%gam_1089}(p_2)_v^(*) + (-2)*i*g*p_2_%\sigma_744*gamma_{%\nu_904,%gam_1090,%eps_336}*T_C_10_{%g_105,%E_242,%D_261}*T_C_10_{%h_85,%D_261,%F_293}*G_{j_196,%h_85,+%\nu_904}(p_3)^(*)*G_{k_196,%g_105,+%\sigma_744}(p_4)^(*)*c_{l_194,%F_293,%eps_336}(p_1)_u*c_{i_196,%E_242,%gam_1090}(p_2)_v^(*) + 2*i*g*p_1_%\sigma_744*gamma_{%\nu_904,%gam_1093,%eps_339}*T_C_10_{%g_108,%D_278,%F_293}*T_C_10_{%h_88,%E_242,%D_278}*G_{j_196,%h_88,+%\nu_904}(p_3)^(*)*G_{k_196,%g_108,+%\sigma_744}(p_4)^(*)*c_{l_194,%F_293,%eps_339}(p_1)_u*c_{i_196,%E_242,%gam_1093}(p_2)_v^(*) + 2*i*g*p_2_%\sigma_744*gamma_{%\nu_904,%gam_1094,%eps_340}*T_C_10_{%g_109,%D_280,%F_293}*T_C_10_{%h_89,%E_242,%D_280}*G_{j_196,%h_89,+%\nu_904}(p_3)^(*)*G_{k_196,%g_109,+%\sigma_744}(p_4)^(*)*c_{l_194,%F_293,%eps_340}(p_1)_u*c_{i_196,%E_242,%gam_1094}(p_2)_v^(*) + i*g*p_4_%\sigma_744*gamma_{%\nu_904,%gam_1109,%eps_355}*T_C_10_{%g_116,%E_242,%D_267}*T_C_10_{%h_96,%D_267,%F_293}*G_{j_196,%h_96,+%\nu_904}(p_3)^(*)*G_{k_196,%g_116,+%\sigma_744}(p_4)^(*)*c_{l_194,%F_293,%eps_355}(p_1)_u*c_{i_196,%E_242,%gam_1109}(p_2)_v^(*) + -i*g*p_4_%\sigma_744*gamma_{%\nu_904,%gam_1110,%eps_356}*T_C_10_{%g_117,%D_286,%F_293}*T_C_10_{%h_97,%E_242,%D_286}*G_{j_196,%h_97,+%\nu_904}(p_3)^(*)*G_{k_196,%g_117,+%\sigma_744}(p_4)^(*)*c_{l_194,%F_293,%eps_356}(p_1)_u*c_{i_196,%E_242,%gam_1110}(p_2)_v^(*) + (-2)*i*g*p_4_+%\nu_904*gamma_{%\nu_904,%gam_1111,%eps_357}*T_C_10_{%g_118,%E_242,%D_271}*T_C_10_{%h_98,%D_271,%F_293}*G_{j_196,%h_98,%\sigma_811}(p_3)^(*)*G_{k_196,%g_118,+%\sigma_811}(p_4)^(*)*c_{l_194,%F_293,%eps_357}(p_1)_u*c_{i_196,%E_242,%gam_1111}(p_2)_v^(*) + 2*i*g*p_4_+%\nu_904*gamma_{%\nu_904,%gam_1112,%eps_358}*T_C_10_{%g_119,%D_287,%F_293}*T_C_10_{%h_99,%E_242,%D_287}*G_{j_196,%h_99,%\sigma_813}(p_3)^(*)*G_{k_196,%g_119,+%\sigma_813}(p_4)^(*)*c_{l_194,%F_293,%eps_358}(p_1)_u*c_{i_196,%E_242,%gam_1112}(p_2)_v^(*) + i*g*p_4_%\nu_954*gamma_{%\nu_904,%gam_1113,%eps_359}*T_C_10_{%g_120,%E_242,%D_269}*T_C_10_{%h_100,%D_269,%F_293}*G_{j_196,%h_100,+%\nu_954}(p_3)^(*)*G_{k_196,%g_120,+%\nu_904}(p_4)^(*)*c_{l_194,%F_293,%eps_359}(p_1)_u*c_{i_196,%E_242,%gam_1113}(p_2)_v^(*) + -i*g*p_4_%\nu_954*gamma_{%\nu_904,%gam_1114,%eps_360}*T_C_10_{%g_120,%D_289,%F_293}*T_C_10_{%h_100,%E_242,%D_289}*G_{j_196,%h_100,+%\nu_954}(p_3)^(*)*G_{k_196,%g_120,+%\nu_904}(p_4)^(*)*c_{l_194,%F_293,%eps_360}(p_1)_u*c_{i_196,%E_242,%gam_1114}(p_2)_v^(*))/(m_c^2 + s_12 + 1/2*reg_prop) : -16/27*g^4*(m_c^2*(m_c^2 + 1/2*s_12) + s_12*(m_c^2 + 1/2*s_12))*(m_c^2 + s_12 + 1/2*reg_prop)^(-2) + 16/27*i*g^2*(i*g^2*(m_c^2 + 1/2*s_12)*s_14/(m_c^2 + s_12 + 1/2*reg_prop) + i*g^2*(m_c^2 + 1/2*s_12)*s_24/(m_c^2 + s_12 + 1/2*reg_prop) + -1/2*i*g^2*s_14*s_24/(m_c^2 + s_12 + 1/2*reg_prop))/(m_c^2 + s_12 + 1/2*reg_prop) + 16/27*i*g^2*(i*g^2*(m_c^2 + 1/2*s_12)*s_14/(m_c^2 + s_12 + 1/2*reg_prop) + i*g^2*(m_c^2 + 1/2*s_12)*s_24/(m_c^2 + s_12 + 1/2*reg_prop) + -3/8*i*g^2*s_14*s_24/(m_c^2 + s_12 + 1/2*reg_prop) + 1/1024*i*g^2*((128*m_c^2 + 64*s_12)*s_14 + (128*m_c^2 + 64*s_12)*s_24 + (-64)*s_14*s_24)/(m_c^2 + s_12 + 1/2*reg_prop))/(m_c^2 + s_12 + 1/2*reg_prop) + -32/27*i*g^2*(i*g^2*(m_c^2 + 1/2*s_12)*s_14/(m_c^2 + s_12 + 1/2*reg_prop) + i*g^2*(m_c^2 + 1/2*s_12)*s_24/(m_c^2 + s_12 + 1/2*reg_prop) + -i*g^2*s_14*s_24/(m_c^2 + s_12 + 1/2*reg_prop) + (-2)*i*g^2*(m_c^2*(m_c^2 + 1/2*s_12) + s_12*(m_c^2 + 1/2*s_12) + -s_14*s_24)/(m_c^2 + s_12 + 1/2*reg_prop))/(m_c^2 + s_12 + 1/2*reg_prop) + -32/27*i*g^2*(i*g^2*(m_c^2 + 1/2*s_12)*s_14/(m_c^2 + s_12 + 1/2*reg_prop) + i*g^2*(m_c^2 + 1/2*s_12)*s_24/(m_c^2 + s_12 + 1/2*reg_prop) + -17/16*i*g^2*s_14*s_24/(m_c^2 + s_12 + 1/2*reg_prop) + -1/256*i*g^2*(m_c^2*(128*m_c^2 + 64*s_12) + s_12*(128*m_c^2 + 64*s_12) + (-128)*s_14*s_24)/(m_c^2 + s_12 + 1/2*reg_prop) + 1/1024*i*g^2*((128*m_c^2 + 64*s_12)*s_14 + (128*m_c^2 + 64*s_12)*s_24 + (-64)*s_14*s_24)/(m_c^2 + s_12 + 1/2*reg_prop) + (-2)*i*g^2*(m_c^2*(m_c^2 + 1/2*s_12) + s_12*(m_c^2 + 1/2*s_12) + -s_14*s_24)/(m_c^2 + s_12 + 1/2*reg_prop))/(m_c^2 + s_12 + 1/2*reg_prop) + 1/864*i*g^2*(i*g^2*(m_c^2*(128*m_c^2 + 64*s_12) + s_12*(128*m_c^2 + 64*s_12))/(m_c^2 + s_12 + 1/2*reg_prop) + 512*i*g^2*(m_c^2*(m_c^2 + 1/2*s_12) + s_12*(m_c^2 + 1/2*s_12))/(m_c^2 + s_12 + 1/2*reg_prop) + 32*i*g^2*s_14*s_24/(m_c^2 + s_12 + 1/2*reg_prop) + 32*i*g^2*m_c^2*(s_14 + -s_24)/(m_c^2 + s_12 + 1/2*reg_prop) + 1/2*i*g^2*((128*m_c^2 + 64*s_12)*s_14 + (128*m_c^2 + 64*s_12)*s_24)/(m_c^2 + s_12 + 1/2*reg_prop) + -i*g^2*((128*m_c^2 + 64*s_12)*s_14 + (128*m_c^2 + 64*s_12)*s_24 + 32*m_c^2*(s_14 + -s_24))/(m_c^2 + s_12 + 1/2*reg_prop))/(m_c^2 + s_12 + 1/2*reg_prop)
Interaction:  c_{E_436,eps_461}(X)^(*)  AntiPart c_{F_482,eta_760}(X)  to  G_{b_69,\lambda_727}(X)  AntiPart G_{c_267,\tau_790}(X) : Vertex V_0:AntiPart c(X_2), G(X_3), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), G(X_4),  OffShell c(V_1), : i*g^2*(p_1_%\rho_817*gamma_{%\nu_1029,%gam_1165,%eps_404}*T_C_10_{%e_107,%D_2615,%F_396}*T_C_10_{%h_136,%E_349,%D_2615}*G_{j_196,%h_136,+%\nu_1029}(p_3)^(*)*G_{k_196,%e_107,+%\rho_817}(p_4)^(*)*c_{l_194,%F_396,%eps_404}(p_1)_u*c_{i_196,%E_349,%gam_1165}(p_2)_v^(*) + -1/2*p_4_%\rho_819*gamma_{%\nu_1029,%gam_1168,%gam_1195}*gamma_{%\rho_817,%gam_1196,%eps_406}*gamma_{+%\rho_819,%gam_1195,%gam_1196}*T_C_10_{%e_108,%D_2617,%F_397}*T_C_10_{%h_137,%E_350,%D_2617}*G_{j_196,%h_137,+%\nu_1029}(p_3)^(*)*G_{k_196,%e_108,+%\rho_817}(p_4)^(*)*c_{l_194,%F_397,%eps_406}(p_1)_u*c_{i_196,%E_350,%gam_1168}(p_2)_v^(*))/(s_23 + -1/2*reg_prop) : 16/27*g^4*s_14*s_24*(s_23 + -1/2*reg_prop)^(-2) + 32/27*i*g^2*(i*g^2*m_c^2*(m_c^2 + 1/2*s_12)/(s_23 + -1/2*reg_prop) + -1/16*i*g^2*m_c^2*(16*s_14 + 8*s_24)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  c_{E_436,eps_461}(X)^(*)  AntiPart c_{F_482,eta_760}(X)  to  G_{b_69,\lambda_727}(X)  AntiPart G_{c_267,\tau_790}(X) : Vertex V_0:AntiPart c(X_2), G(X_4), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), G(X_3),  OffShell c(V_1), : -i*g^2*(p_2_%\rho_859*gamma_{%\nu_1064,%gam_1222,%eps_439}*T_C_10_{%e_135,%E_377,%D_2643}*T_C_10_{%h_169,%D_2643,%F_429}*G_{j_196,%h_169,+%\nu_1064}(p_3)^(*)*G_{k_196,%e_135,+%\rho_859}(p_4)^(*)*c_{l_194,%F_429,%eps_439}(p_1)_u*c_{i_196,%E_377,%gam_1222}(p_2)_v^(*) + -1/2*p_4_%\nu_1066*gamma_{%\nu_1064,%gam_1243,%eps_441}*gamma_{+%\nu_1066,%gam_1242,%gam_1243}*gamma_{%\rho_859,%gam_1225,%gam_1242}*T_C_10_{%e_136,%E_378,%D_2645}*T_C_10_{%h_170,%D_2645,%F_430}*G_{j_196,%h_170,+%\nu_1064}(p_3)^(*)*G_{k_196,%e_136,+%\rho_859}(p_4)^(*)*c_{l_194,%F_430,%eps_441}(p_1)_u*c_{i_196,%E_378,%gam_1225}(p_2)_v^(*))/(s_13 + -1/2*reg_prop) : 16/27*g^4*s_14*s_24*(s_13 + -1/2*reg_prop)^(-2) + 32/27*i*g^2*(i*g^2*m_c^2*(m_c^2 + 1/2*s_12)/(s_13 + -1/2*reg_prop) + -1/2*i*g^2*m_c^2*(s_14 + 2*s_24)/(s_13 + -1/2*reg_prop))/(s_13 + -1/2*reg_prop)
Interaction:  c_{A_431,gam_4207}(X)^(*)  b_{B_424,del_1019}(X)^(*)  to  c_{C_481,eps_3376}(X)  b_{D_2933,eta_1283}(X) : Vertex V_1:b(X_2), b(X_4),  OffShell G(V_1), Vertex V_0:c(X_1), c(X_3),  OffShell G(V_0), : 1/12*i*g^2*gamma_{%\rho_2754,%eta_1262,%eta_1263}*gamma_{+%\rho_2754,%gam_4196,%eps_3365}*(b_{k_858,%F_3001,%eta_1262}(p_4)_u^(*)*b_{i_854,%F_3001,%eta_1263}(p_2)_u*c_{j_858,%F_3002,%gam_4196}(p_3)_u^(*)*c_{l_852,%F_3002,%eps_3365}(p_1)_u + (-3)*b_{k_858,%F_3003,%eta_1262}(p_4)_u^(*)*b_{i_854,%G_532,%eta_1263}(p_2)_u*c_{j_858,%G_532,%gam_4196}(p_3)_u^(*)*c_{l_852,%F_3003,%eps_3365}(p_1)_u)/(m_c^2 + -s_13 + 1/2*reg_prop) : -1/144*g^4*((-16)*m_b^2*m_c^2 + 8*m_b^2*s_13 + (-8)*s_14*s_23 + 8*m_c^2*s_24 + (-8)*s_12*s_34)*(m_c^2 + -s_13 + 1/2*reg_prop)^(-2) + 1/16*i*g^2*(i*g^2*((-16)*m_b^2*m_c^2 + 8*m_b^2*s_13 + (-8)*s_14*s_23 + 8*m_c^2*s_24 + (-8)*s_12*s_34)/(m_c^2 + -s_13 + 1/2*reg_prop) + 32/9*i*g^2*(m_b^2*m_c^2 + -1/2*m_b^2*s_13 + 1/2*s_14*s_23 + -1/2*m_c^2*s_24 + 1/2*s_12*s_34)/(m_c^2 + -s_13 + 1/2*reg_prop))/(m_c^2 + -s_13 + 1/2*reg_prop)
Interaction:  c_{A_431,gam_4207}(X)^(*)  AntiPart b_{A_443,alpha_690}(X)  to  c_{B_428,beta_673}(X)  AntiPart b_{C_485,gam_4321}(X)^(*) : Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell G(V_1), Vertex V_0:c(X_1), c(X_3),  OffShell G(V_0), : -1/4*i*g^2*gamma_{%\rho_2871,%eta_1445,%eta_1446}*gamma_{+%\rho_2871,%gam_4300,%gam_4301}*(b_{i_869,%F_3082,%eta_1445}(p_2)_v^(*)*b_{k_873,%G_560,%eta_1446}(p_4)_v*c_{l_867,%F_3082,%gam_4301}(p_1)_u*c_{j_873,%G_560,%gam_4300}(p_3)_u^(*) + -1/3*b_{i_869,%H_569,%eta_1445}(p_2)_v^(*)*b_{k_873,%H_569,%eta_1446}(p_4)_v*c_{l_867,%G_561,%gam_4301}(p_1)_u*c_{j_873,%G_561,%gam_4300}(p_3)_u^(*))/(m_c^2 + -s_13 + 1/2*reg_prop) : -1/144*g^4*((-16)*m_b^2*m_c^2 + 8*m_b^2*s_13 + (-8)*s_14*s_23 + 8*m_c^2*s_24 + (-8)*s_12*s_34)*(m_c^2 + -s_13 + 1/2*reg_prop)^(-2) + 1/16*i*g^2*(i*g^2*((-16)*m_b^2*m_c^2 + 8*m_b^2*s_13 + (-8)*s_14*s_23 + 8*m_c^2*s_24 + (-8)*s_12*s_34)/(m_c^2 + -s_13 + 1/2*reg_prop) + 32/9*i*g^2*(m_b^2*m_c^2 + -1/2*m_b^2*s_13 + 1/2*s_14*s_23 + -1/2*m_c^2*s_24 + 1/2*s_12*s_34)/(m_c^2 + -s_13 + 1/2*reg_prop))/(m_c^2 + -s_13 + 1/2*reg_prop)
Interaction:  AntiPart c_{E_2794,alpha_700}(X)  b_{F_3111,beta_677}(X)^(*)  to  AntiPart c_{G_606,gam_4486}(X)^(*)  b_{H_600,del_1059}(X) : Vertex V_1:b(X_2), b(X_4),  OffShell G(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_3),  OffShell G(V_0), : 1/12*i*g^2*gamma_{%\rho_2986,%eta_1620,%del_1048}*gamma_{+%\rho_2986,%gam_4475,%eps_3462}*(b_{k_884,%B_440,%eta_1620}(p_4)_u^(*)*b_{i_880,%B_440,%del_1048}(p_2)_u*c_{j_884,%E_2795,%eps_3462}(p_3)_v*c_{l_878,%E_2795,%gam_4475}(p_1)_v^(*) + (-3)*b_{k_884,%F_3112,%eta_1620}(p_4)_u^(*)*b_{i_880,%E_2796,%del_1048}(p_2)_u*c_{j_884,%F_3112,%eps_3462}(p_3)_v*c_{l_878,%E_2796,%gam_4475}(p_1)_v^(*))/(m_c^2 + -s_13 + 1/2*reg_prop) : -1/16*g^4*((-16)*m_b^2*m_c^2 + 8*m_b^2*s_13 + (-8)*s_14*s_23 + 8*m_c^2*s_24 + (-8)*s_12*s_34)*(m_c^2 + -s_13 + 1/2*reg_prop)^(-2) + 1/144*i*g^2*(i*g^2*((-16)*m_b^2*m_c^2 + 8*m_b^2*s_13 + (-8)*s_14*s_23 + 8*m_c^2*s_24 + (-8)*s_12*s_34)/(m_c^2 + -s_13 + 1/2*reg_prop) + 32*i*g^2*(m_b^2*m_c^2 + -1/2*m_b^2*s_13 + 1/2*s_14*s_23 + -1/2*m_c^2*s_24 + 1/2*s_12*s_34)/(m_c^2 + -s_13 + 1/2*reg_prop))/(m_c^2 + -s_13 + 1/2*reg_prop)
